# Function List for Skullmonkeys (SLES-01090)
# Auto-generated by Ghidra script
#
# Format: address | size | module | submodule | name
#

0x8002F7E4 |   140 | Game/OBJECT     | collectible     | CollectibleSuperWillieTickCallback
0x8002F870 |   196 | Game/OBJECT     | decor           | InitEntity_PathDecor2
0x8002F934 |   352 | Game/OBJECT     | decor           | DecorCollisionTickWithSpawnAndSound
0x8002FA94 |   112 | Game/OBJECT     | decor           | DecorSetRandomTimer
0x8002FB04 |   128 | Game/OBJECT     | decor           | DecorStartWithRandomTimer
0x8002FB84 |   248 | Game/OBJECT     | decor           | InitInteractiveDecorEntity
0x8002FC7C |    92 | Game/OBJECT     | decor           | DecorEntityTickWithCollision
0x8002FCD8 |   140 | Game/OBJECT     | decor           | DecorEntityCollisionHandler
0x8002FD64 |   188 | Game/OBJECT     | decor           | DecorEntityCollisionHandlerExt
0x8002FE20 |   188 | Game/OBJECT     | decor           | DecorPlaySoundAndAnimate
0x8002FEDC |   172 | Game/OBJECT     | decor           | DecorEntityDestroyWithParticles
0x8002FF88 |   592 | Game/OBJECT     | -               | SpawnEntityOrTriggerZone
0x800301D8 |   220 | Game/OBJECT     | -               | InitEntityType0x3DE
0x800302B4 |   832 | Game/OBJECT     | decor           | DecorEntitySpawnExplosionPieces
0x800305F4 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_A
0x80030658 |   100 | Game/OBJECT     | -               | EntityDestructor_VtableAndHeapFree
0x800306BC |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_B
0x80030720 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_C
0x80030784 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_D
0x800307E8 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_E
0x8003084C |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_F
0x800308B0 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_G
0x80030914 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_H
0x80030978 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_I
0x800309DC |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_J
0x80030A40 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_K
0x80030AA4 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_L
0x80030B08 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_M
0x80030B6C |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_N
0x80030BD0 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_O
0x80030C34 |   100 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_P
0x80030CA8 |    52 | Game/OBJECT     | -               | EntityDestructor_Vtable0x80010870_Q
0x80030CDC |    48 | Game/OBJECT     | -               | FreeEntitySimple4
0x80030D0C |   328 | Game/OBJECT     | -               | InitParticleEntity
0x80030E54 |   396 | Game/OBJECT     | timer           | EntityTimerTickAndNotify
0x80030FE0 |    48 | Game/OBJECT     | decor           | DecorHandleCallback
0x80031010 |   156 | Game/OBJECT     | -               | InitBlbOverlayEntity
0x800310AC |   800 | Game/OBJECT     | -               | RenderRotatedTexturedQuad
0x800313CC |   316 | Game/OBJECT     | -               | InitMenuCursorEntity
0x80031508 |   128 | Game/OBJECT     | -               | DestroyEntityWithData
0x80031588 |   856 | Game/OBJECT     | -               | RandomizedEntityBehaviorTick
0x800318E0 |   164 | Game/OBJECT     | -               | InitVRAMSlotEntity
0x80031984 |   144 | Game/OBJECT     | -               | DestroyVRAMSlotEntity
0x80031A14 |   908 | Game/OBJECT     | -               | RenderVRAMSlotOverlay
0x80031DA0 |   112 | Game/OBJECT     | -               | CheckVRAMSlotPixelColor
0x80031E10 |   556 | Game/OBJECT     | -               | InitPasswordEntity
0x8003203C |   232 | Game/OBJECT     | -               | EntityDestructor_WithVRAMSlotFree
0x80032124 |   724 | Game/OBJECT     | -               | MultiPartEntityTick
0x800323F8 |    92 | Game/OBJECT     | -               | EntityRenderCallbackUpdateScreenPos
0x80032454 |   296 | Game/OBJECT     | -               | MultiPartEntityRenderTick
0x8003257C |   296 | Game/OBJECT     | -               | InitPasswordSymbolEntity
0x800326A4 |   348 | Game/OBJECT     | -               | EntityTick_ParallaxScrollPosition
0x80032800 |   108 | Game/OBJECT     | -               | MultiPartEntityMessageHandler
0x8003286C |   180 | Game/OBJECT     | hud             | InitHUDIconEntity
0x80032920 |  1208 | Game/OBJECT     | -               | Render_RotatingStarEffect
0x80032E0C |   304 | Game/OBJECT     | path            | InitPathFollowEntity
0x80032F3C |   176 | Game/OBJECT     | path            | DestroyPathFollowEntity
0x80032FEC |  1464 | Game/OBJECT     | path            | RenderPathEntitySegments
0x800335D8 |   264 | Game/OBJECT     | path            | InitPathFollowEntityAlt
0x800336E0 |   152 | Game/OBJECT     | -               | EntityDestructor_WithTextureAndMemory
0x80033778 |  1372 | Game/OBJECT     | -               | RenderRopeSegments
0x80033CD4 |    64 | Game/OBJECT     | -               | InitEntityWithCallbackVtable
0x80033D14 |    40 | Game/OBJECT     | -               | FlushDepthBucketsGlobal
0x80033D3C |   288 | Game/OBJECT     | -               | InitAlternateEntity
0x80033E5C |   152 | Game/OBJECT     | -               | DestroyCompoundEntity
0x80033EF4 |  1096 | Game/OBJECT     | -               | SetupAlternateEntitySpriteContext
0x8003433C |    92 | Game/OBJECT     | -               | EntityTickWithSpawnBoundsCheck
0x80034398 |   860 | Game/OBJECT     | -               | CalculateChildEntityRenderPos
0x800346F4 |   212 | Game/OBJECT     | -               | IsEntityOutsideSpawnBounds
0x800347C8 |   204 | Game/OBJECT     | -               | EntityTick_UploadTextureWithCallback
0x80034894 |   124 | Game/OBJECT     | -               | InitColoredOverlayEntity
0x80034910 |   324 | Game/OBJECT     | -               | RenderFullScreenTileOverlay
0x80034A54 |   144 | Game/OBJECT     | -               | InitScrollingLayerEntity
0x80034AE4 |    44 | Game/OBJECT     | -               | OverlayEntityCallback
0x80034B2C |   140 | Game/OBJECT     | -               | InvokeGameStateCallback
0x80034BB8 |   240 | Game/OBJECT     | -               | InitEntity_168254b5
0x80034CA8 |   544 | Game/OBJECT     | -               | EntityTick_FrictionAndParallaxScale
0x80034EC8 |   548 | Game/OBJECT     | -               | InitDebrisParticleEntity
0x800350EC |   208 | Game/OBJECT     | -               | DebrisParticleTickCallback
0x800351BC |   352 | Game/OBJECT     | -               | DebrisParticlePhysicsTick
0x8003531C |   252 | Game/OBJECT     | -               | InitGridDistortionEffect
0x80035418 |   152 | Game/OBJECT     | -               | DestroyGridDistortionEffect
0x800354B0 |  2572 | Game/OBJECT     | -               | RenderGridDistortionEffect
0x80035EBC |   352 | Game/OBJECT     | -               | InitGridLineEntity
0x8003601C |   156 | Game/OBJECT     | -               | CheckChildEntityOffscreenDespawn
0x800360B8 |   320 | Game/OBJECT     | -               | InitGridSpriteContext
0x800361F8 |    28 | Game/OBJECT     | -               | EntityDespawnIfFlagSet
0x80036214 |   144 | Game/OBJECT     | -               | NotifyGameStateZero
0x800362A4 |   460 | Game/OBJECT     | -               | CreatePlayerParticleEntity
0x80036470 |   188 | Game/OBJECT     | timer           | EntityTimerDespawnCallback
0x8003652C |   364 | Game/OBJECT     | -               | UpdateAndUploadSpriteToVRAM
0x80036698 |   156 | Game/OBJECT     | -               | InitPlayerDeathParticle
0x80036734 |   244 | Game/OBJECT     | -               | EntityFadeOutTickCallback
0x80036828 |   776 | Game/OBJECT     | -               | InitPlayerSparkParticle
0x80036B30 |   352 | Game/OBJECT     | -               | ParticleMovementAndFadeTick
0x80036C90 |   108 | Game/OBJECT     | -               | InitRippleExpandEffect
0x80036CFC |  1240 | Game/OBJECT     | -               | RenderRippleExpandEffect
0x800371D4 |   324 | Game/OBJECT     | -               | InitScaledMenuEntityWithChild
0x80037318 |   144 | Game/OBJECT     | -               | DestroyRippleExpandEffect
0x800373A8 |    48 | Game/OBJECT     | timer           | CountdownTimerTickCallback
0x800373D8 |    64 | Game/OBJECT     | -               | RippleEffectRenderCallback
0x80037418 |    28 | Game/OBJECT     | -               | ExpiredEntityDespawnEvent
0x80037434 |   128 | Game/OBJECT     | -               | NotifyGameStateOne
0x800374B4 |    16 | Game/OBJECT     | -               | NullStubFunction
0x800374C4 |    60 | Game/OBJECT     | -               | InitMenuItemEntity
0x80037500 |   784 | Game/OBJECT     | -               | RenderSpotlightBeamEffect
0x80037810 |   272 | Game/OBJECT     | -               | InitMenuEntityWithChildAndParams
0x80037920 |   144 | Game/OBJECT     | -               | DestroySpotlightBeamEffect
0x800379B0 |    68 | Game/OBJECT     | -               | BeamEffectTickWithRotation
0x800379F4 |    64 | Game/OBJECT     | -               | BeamEffectRenderCallback
0x80037A34 |    28 | Game/OBJECT     | -               | BeamEffectDespawnEvent
0x80037A50 |   144 | Game/OBJECT     | -               | NotifyGameStateOneAlt
0x80037AE0 |   436 | Game/OBJECT     | timer           | InitScalableTimerEntity
0x80037C94 |   160 | Game/OBJECT     | -               | OscillateScaleAndRotationTick
0x80037D34 |   276 | Game/OBJECT     | -               | InitFadeMenuEntityWithChild
0x80037E48 |   144 | Game/OBJECT     | -               | DestroyOscillatingScaleEntity
0x80037ED8 |   136 | Game/OBJECT     | -               | FadeAndExpireEntityTick
0x80037F60 |    28 | Game/OBJECT     | -               | FadeExpireEntityDespawnEvent
0x80037F7C |   144 | Game/OBJECT     | -               | NotifyGameStateOneAlt2
0x8003800C |    32 | Game/OBJECT     | -               | HandleCollisionEvent0x1018
0x8003802C |   484 | Game/OBJECT     | -               | InitLoadingScreenEntity
0x80038210 |    96 | Game/OBJECT     | timer           | ZOrderChangeAndTimerTick
0x80038270 |   144 | Game/OBJECT     | -               | HandleEventAndChangeZOrder
0x80038300 |   216 | Game/OBJECT     | -               | CreateFadeOverlayEntity
0x800383D8 |   144 | Game/OBJECT     | -               | DestroyTimedFadeEntity
0x80038468 |    68 | Game/OBJECT     | -               | EntityFadeInTickCallback
0x800384AC |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType1
0x80038510 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType2
0x80038584 |   100 | Game/OBJECT     | -               | EntityDestroyWithFreeCallback1
0x800385E8 |   100 | Game/OBJECT     | -               | EntityDestroyWithFreeCallback2
0x8003864C |   100 | Game/OBJECT     | -               | EntityDestroyWithFreeCallback3
0x800386B0 |   100 | Game/OBJECT     | -               | EntityDestroyWithFreeCallback4
0x80038714 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType3
0x80038778 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType4
0x800387DC |   100 | Game/OBJECT     | -               | EntityDestroyResourceType4
0x80038894 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType5
0x80038904 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackType6
0x80038978 |    52 | Game/OBJECT     | -               | EntityFreeSimpleCallback
0x800389AC |    48 | Game/OBJECT     | -               | FreeEntitySimple5
0x800389DC |   444 | Game/OBJECT     | -               | LoadGameAssetLocations
0x80038BA0 |   116 | Game/OBJECT     | -               | CdBLB_ReadSectors
0x80038C14 |    64 | Game/OBJECT     | -               | CdReadFileSync
0x80038C54 |    88 | Game/OBJECT     | -               | CdSetModeAndSeek
0x80038CAC |   352 | Game/OBJECT     | -               | PlayCDAudioTrack
0x80038E0C |    68 | Game/OBJECT     | -               | StopCDAudio
0x80038E50 |    80 | Game/OBJECT     | -               | PauseCDAudio
0x80038EA0 |    80 | Game/OBJECT     | -               | ResumeCDAudio
0x80038EF0 |   420 | Game/OBJECT     | -               | ProcessCDStreamState
0x80039094 |   148 | Game/OBJECT     | -               | CdSeekWithRetry
0x80039128 |     4 | Game/OBJECT     | -               | CdPausePlayback
0x8003912C |    36 | Game/OBJECT     | -               | CdPause
0x80039150 |  1084 | Game/OBJECT     | -               | PlayMovieFromCD
0x8003958C |  1052 | Game/OBJECT     | -               | PlayMovieFromBLBSectors
0x800399A8 |   676 | Game/OBJECT     | -               | DisplayLoadingScreen
0x80039C4C |   148 | Game/OBJECT     | -               | SetupMovieDisplay
0x80039CE0 |   252 | Game/OBJECT     | -               | InitMovieStreamingBuffers
0x80039DDC |   128 | Game/OBJECT     | -               | InitMovieDecoder
0x80039E5C |   320 | Game/OBJECT     | -               | MovieFrameDecodeCallback
0x80039F9C |     8 | Game/OBJECT     | -               | StubMovieStreamCallback
0x80039FA4 |   128 | Game/OBJECT     | -               | DecodeNextMovieFrame
0x8003A024 |   280 | Game/OBJECT     | -               | GetNextStreamSector
0x8003A13C |   144 | Game/OBJECT     | -               | DecodeStaticFrame
0x8003A1CC |   152 | Game/OBJECT     | -               | WaitForDecodeBufferSync
0x8003A264 |   116 | Game/OBJECT     | -               | SeekAndStartCDRead
0x8003A2D8 |   188 | Game/OBJECT     | -               | SetMovieDisplayEnvironment
0x8003A394 |   496 | Game/OBJECT     | -               | LineSegmentIntersectsRect
0x8003A584 |   116 | Game/OBJECT     | collectible     | InitCollectibleEntityFromSpawn
0x8003A5F8 |   112 | Game/OBJECT     | collectible     | CreateCollectibleFromSpawn
0x8003A668 |    96 | Game/OBJECT     | collectible     | InitCollectibleEntityDirect
0x8003A6C8 |    92 | Game/OBJECT     | collectible     | CreateCollectibleAtPosition
0x8003A724 |   176 | Game/OBJECT     | collectible     | InitCollectibleEntity
0x8003A7D4 |   480 | Game/OBJECT     | -               | CalcEntityYFromTileHeight
0x8003A9B4 |   444 | Game/OBJECT     | collectible     | UpdateCollectibleTriggerZone
0x8003AB70 |   344 | Game/OBJECT     | collectible     | CheckCollectibleOffscreen
0x8003ACC8 |   472 | Game/OBJECT     | collectible     | CollectibleTickCallback
0x8003AEA0 |    84 | Game/OBJECT     | collectible     | TimedCollectibleTickCallback
0x8003AEF4 |   668 | Game/OBJECT     | collectible     | CollectibleTickFinnMode
0x8003B190 |   136 | Game/OBJECT     | -               | EntityEventHandlerWalk
0x8003B218 |   184 | Game/OBJECT     | -               | EntityEventHandlerIdle
0x8003B2D0 |   868 | Game/OBJECT     | collectible     | SpawnCollectibleParticles
0x8003B634 |   500 | Game/OBJECT     | collectible     | CreateCollectibleWithFlags
0x8003B828 |   564 | Game/OBJECT     | collectible     | CollectibleSparkleTickCallback
0x8003BA5C |    84 | Game/OBJECT     | collectible     | TimedSparkleCollectibleTick
0x8003BAB0 |   212 | Game/OBJECT     | -               | AIEntityRandomBehaviorTick
0x8003BB84 |   240 | Game/OBJECT     | -               | EntityEventHandler0x1001_1002_1008
0x8003BC74 |   184 | Game/OBJECT     | -               | EntityEventHandler0x1001_1002_1008_V2
0x8003BD2C |   216 | Game/OBJECT     | -               | EntityEventHandlerWithRandomWalk
0x8003BE04 |   268 | Game/OBJECT     | -               | EntityEventHandlerWithDelayedWalk
0x8003BF10 |   232 | Game/OBJECT     | -               | EntityGroundSnapWithAnimation
0x8003BFF8 |    68 | Game/OBJECT     | timer           | EntityStartWalkWithTimer0x2d
0x8003C03C |    68 | Game/OBJECT     | timer           | EntityStartWalkWithTimer10
0x8003C080 |   148 | Game/OBJECT     | -               | EntityStateSetWalk
0x8003C114 |   148 | Game/OBJECT     | -               | EntityStateSetIdle
0x8003C1A8 |   192 | Game/OBJECT     | -               | EntityStateSetRandomBehavior
0x8003C268 |   212 | Game/OBJECT     | -               | EntityStateSetAttack
0x8003C33C |   188 | Game/OBJECT     | collectible     | EntityStateSetSparkleCollectible
0x8003C3F8 |    36 | Game/OBJECT     | -               | EntitySetSparkleDelay3
0x8003C41C |    36 | Game/OBJECT     | -               | EntitySetSparkleDelay2
0x8003C440 |    36 | Game/OBJECT     | -               | EntitySetSparkleDelay1
0x8003C464 |   220 | Game/OBJECT     | -               | EntityStateSetSparkle
0x8003C540 |    40 | Game/OBJECT     | -               | StartAnimSequence4A
0x8003C568 |    40 | Game/OBJECT     | -               | StartAnimSequence4B
0x8003C590 |    40 | Game/OBJECT     | -               | StartAnimSequence4C
0x8003C5B8 |   796 | Game/OBJECT     | enemy           | InitPathFollowingEnemy
0x8003C8D4 |   124 | Game/OBJECT     | sound           | DestroySoundEmitterEntity
0x8003C950 |   640 | Game/OBJECT     | sound           | SoundEmitterTickCallback
0x8003CBD0 |   100 | Game/OBJECT     | sound           | SoundEmitterStunnedTickCallback
0x8003CC34 |    44 | Game/OBJECT     | -               | EntitySimpleEventPassthrough
0x8003CC60 |   300 | Game/OBJECT     | path            | EntityFollowPathWithWrapping
0x8003CD8C |   284 | Game/OBJECT     | enemy           | EnemyStartMovingWithSound
0x8003CEA8 |   120 | Game/OBJECT     | sound           | EntityInitSoundEmitterState
0x8003CF20 |   184 | Game/OBJECT     | enemy           | EnemySetFacingAndMove
0x8003CFD8 |   404 | Game/OBJECT     | -               | InitSpecialPickupEntity
0x8003D16C |   304 | Game/OBJECT     | -               | TripleLaserMonkeyDeathTick
0x8003D29C |    80 | Game/OBJECT     | -               | TripleLaserMonkeyConditionalTick
0x8003D2EC |   272 | Game/OBJECT     | -               | EntityEventHandlerWithCountdownToWalk
0x8003D3FC |   176 | Game/OBJECT     | -               | LaserMonkeyWalkState
0x8003D4AC |   184 | Game/OBJECT     | -               | InitTripleLaserMonkeyAttackState
0x8003D564 |   212 | Game/OBJECT     | -               | LaserMonkeyIdleState
0x8003D638 |   236 | Game/OBJECT     | collectible     | InitWalkingCollectibleEnemy
0x8003D724 |   504 | Game/OBJECT     | enemy           | EnemyDeathWithParticles
0x8003D91C |    84 | Game/OBJECT     | timer           | EntityTimerDeathWithParticles
0x8003D970 |   360 | Game/OBJECT     | -               | EntityEventHandlerSpawnParticle
0x8003DAD8 |   584 | Game/OBJECT     | -               | EntityFallingGravityWithCollision
0x8003DD20 |   232 | Game/OBJECT     | enemy           | EnemyPatrolState
0x8003DE08 |   244 | Game/OBJECT     | enemy           | InitEnemyFallingState
0x8003DEFC |   220 | Game/OBJECT     | enemy           | EnemyDeathState
0x8003DFD8 |   292 | Game/OBJECT     | -               | CheckEntityBehindCamera
0x8003E0FC |   436 | Game/OBJECT     | -               | InitTempestPulsingMonkey
0x8003E2B0 |   600 | Game/OBJECT     | projectile      | EntityEventHandlerSpawnProjectile
0x8003E508 |   124 | Game/OBJECT     | collectible     | InitCollectibleTimer0x1e_SpriteC
0x8003E584 |   124 | Game/OBJECT     | collectible     | InitCollectibleTimer0x1e
0x8003E600 |   124 | Game/OBJECT     | collectible     | InitCollectibleTimer0x3c_SpriteA
0x8003E67C |   124 | Game/OBJECT     | collectible     | InitCollectibleTimer0x3c_SpriteB
0x8003E6F8 |   124 | Game/OBJECT     | enemy           | InitShooterEnemyStateA
0x8003E774 |   124 | Game/OBJECT     | enemy           | InitShooterEnemyStateB
0x8003E7F0 |   116 | Game/OBJECT     | collectible     | InitCollectibleIdleState
0x8003E864 |   116 | Game/OBJECT     | collectible     | InitCollectibleIdleStateB
0x8003E8D8 |    40 | Game/OBJECT     | -               | StartAnimSequence3A
0x8003E900 |    40 | Game/OBJECT     | -               | StartAnimSequence3B
0x8003E928 |    40 | Game/OBJECT     | -               | StartAnimSequence9Frames
0x8003E950 |   280 | Game/OBJECT     | enemy           | InitSoundEmittingEnemy
0x8003EA68 |   736 | Game/OBJECT     | enemy           | EntityEventHandlerSpawnWalkingEnemy
0x8003ED48 |   172 | Game/OBJECT     | -               | AnimatedEntityToggleSpriteA
0x8003EDF4 |   172 | Game/OBJECT     | -               | AnimatedEntityToggleSpriteB
0x8003EEA0 |   144 | Game/OBJECT     | enemy           | EnemySetLoopingAnimation
0x8003EF30 |   148 | Game/OBJECT     | timer           | InitTimerBasedMenuEntity
0x8003EFC4 |   452 | Game/OBJECT     | enemy           | EnemySpawnerTickCallback
0x8003F188 |   344 | Game/OBJECT     | path            | InitPathFollowingHazard
0x8003F2E0 |   112 | Game/OBJECT     | -               | DestroySoundEntityWithVoice
0x8003F350 |   176 | Game/OBJECT     | sound           | SoundEmitterIdleTickCallback
0x8003F400 |   772 | Game/OBJECT     | path            | EntityPathFollowerWithTriggerZone
0x8003F704 |   308 | Game/OBJECT     | collectible     | InitLevelStateCollectible
0x8003F838 |    80 | Game/OBJECT     | collectible     | ConditionalCollectibleTick
0x8003F888 |   292 | Game/OBJECT     | -               | EntityEventHandlerCountdownToWalkWithSprite
0x8003F9AC |   176 | Game/OBJECT     | collectible     | CollectibleWalkState
0x8003FA5C |   228 | Game/OBJECT     | collectible     | InitConditionalCollectibleEntity
0x8003FB40 |   212 | Game/OBJECT     | collectible     | CollectibleIdleState
0x8003FC14 |   448 | Game/OBJECT     | collectible     | InitAnimatedTimedCollectible
0x8003FDD4 |   188 | Game/OBJECT     | collectible     | CollectibleFrameConditionalTick
0x8003FE90 |   280 | Game/OBJECT     | collectible     | InitCollectibleVariant
0x8003FFA8 |   456 | Game/OBJECT     | -               | InitEntityWithDeathSpawn
0x80040170 |    84 | Game/OBJECT     | timer           | EntityTimerCountdownDeathSpawn
0x800401C4 |   316 | Game/OBJECT     | -               | EntityEventHandlerAnimationSwitch
0x80040300 |   216 | Game/OBJECT     | timer           | EntityEventHandlerTimerCountdown
0x800403D8 |    76 | Game/OBJECT     | -               | InitEntityRandomIdleOrAnimated
0x80040424 |   244 | Game/OBJECT     | -               | InitEntityState_Idle
0x80040518 |   268 | Game/OBJECT     | enemy           | InitEnemyAnimatedWithDeathSpawn
0x80040624 |    32 | Game/OBJECT     | -               | EntitySetFacingRight
0x80040644 |   296 | Game/OBJECT     | -               | InitEntityState_Animated
0x8004076C |   148 | Game/OBJECT     | -               | InitSimpleEntity
0x80040800 |   280 | Game/OBJECT     | projectile      | ProjectilePathFollowerTick
0x80040918 |   420 | Game/OBJECT     | projectile      | SpawnProjectileEntityDef
0x80040ABC |   496 | Game/OBJECT     | -               | InitEntityWithChildSprite
0x80040CAC |   144 | Game/OBJECT     | -               | DestroyEntityWithSoundAndChild
0x80040D3C |    56 | Game/OBJECT     | collectible     | CollectibleTickWithSoundPanning
0x80040D74 |   640 | Game/OBJECT     | projectile      | EntityEventHandlerSpawnMultipleProjectiles
0x80040FF4 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010c64
0x80041058 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V2
0x800410BC |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V3
0x80041120 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V4
0x80041184 |    72 | Game/OBJECT     | -               | EntityDestroyCallbackNoFree
0x80041208 |    40 | Game/OBJECT     | -               | FreeEntityFromHeapContext
0x80041230 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V5
0x80041294 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V6
0x800412F8 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V7
0x8004135C |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V8
0x800413C0 |   100 | Game/OBJECT     | -               | EntityDestroyCallbackVtable0x80010de4_V9
0x80041434 |    52 | Game/OBJECT     | -               | EntityDestroyCallbackSimpleFree
0x80041468 |    48 | Game/OBJECT     | -               | FreeEntitySimple6
0x80041498 |   396 | Game/OBJECT     | -               | InitCheckpointEntity
0x80041624 |   124 | Game/OBJECT     | -               | DestroyEntityWithChildRemoval
0x800416A0 |   516 | Game/OBJECT     | -               | EntityFloatingWithCollisionTick
0x800418A4 |   272 | Game/OBJECT     | collectible     | InitCollectibleEntity_Alt
0x800419B4 |   192 | Game/OBJECT     | -               | EntityTimedStateSwitchTick
0x80041A74 |    68 | Game/OBJECT     | -               | EntityUpdateWithCollisionOffscreen
0x80041AB8 |   288 | Game/OBJECT     | -               | CheckAndDisableChildEntityOffscreen
0x80041BD8 |   500 | Game/OBJECT     | -               | InitScaledPlatformEntity
0x80041DCC |   100 | Game/OBJECT     | -               | EntityConditionalActivateTick
0x80041E30 |    48 | Game/OBJECT     | -               | EntityUpdateWithSpawnDataCheck
0x80041E60 |    68 | Game/OBJECT     | -               | EntityUpdateWithCollisionSpawnCheck
0x80041EA4 |   288 | Game/OBJECT     | -               | CheckAndDisableSpawnDataOffscreen
0x80041FC4 |    44 | Game/OBJECT     | -               | EntitySimpleEventPassthrough_V2
0x80041FF0 |   140 | Game/OBJECT     | timer           | EntityEventTimerCountdownWithGameState
0x8004207C |   120 | Game/OBJECT     | -               | EntityHideAndDisable
0x800420F4 |   220 | Game/OBJECT     | -               | EntityShowAndActivate
0x800421D0 |   460 | Game/OBJECT     | timer           | InitEntityWithTypeBasedTimer
0x8004239C |   192 | Game/OBJECT     | -               | InitPlatformEntityState
0x8004245C |   592 | Game/OBJECT     | -               | InitDirectionalScaledEntity
0x800426AC |   272 | Game/OBJECT     | timer           | PlatformTimerTickCallback
0x800427BC |    68 | Game/OBJECT     | -               | PlatformCollisionTickCallback
0x80042800 |   288 | Game/OBJECT     | -               | CheckAndDisableSpawnRefOffscreen
0x80042920 |   396 | Game/OBJECT     | -               | PlatformEventHandlerSpawnEffect
0x80042AAC |   120 | Game/OBJECT     | -               | PlatformHideAndDisable
0x80042B24 |   188 | Game/OBJECT     | -               | PlatformShowAndActivate
0x80042BE0 |   408 | Game/OBJECT     | path            | InitPathFollowingEntity
0x80042D78 |   288 | Game/OBJECT     | -               | EntityOffScreenChildCleanup
0x80042E98 |    68 | Game/OBJECT     | -               | EntityTick_CollisionWithCleanup
0x80042EDC |    96 | Game/OBJECT     | timer           | HazardTimerTickCallback
0x80042F3C |    52 | Game/OBJECT     | -               | HazardEventHandler_0x1001
0x80042F70 |    96 | Game/OBJECT     | -               | HazardEventHandler_0x1001_V2
0x80042FD0 |    44 | Game/OBJECT     | -               | EntityEventPassthrough_Event2
0x80042FFC |   116 | Game/OBJECT     | path            | EntityPathMovementUpdate
0x80043070 |   116 | Game/OBJECT     | -               | HazardIdleState
0x800430E4 |   184 | Game/OBJECT     | timer           | HazardTimerState
0x8004319C |   188 | Game/OBJECT     | -               | HazardActiveState
0x80043258 |   160 | Game/OBJECT     | -               | InitHazardHiddenState
0x800432F8 |   364 | Game/OBJECT     | -               | InitScaledMovingEntity
0x80043464 |    84 | Game/OBJECT     | -               | TimedEntityTickCallback
0x800434B8 |    84 | Game/OBJECT     | -               | TimedEntityTickCallbackWithCollision
0x8004350C |    60 | Game/OBJECT     | -               | EntityUpdateWithCollisionWrapper
0x80043548 |    84 | Game/OBJECT     | -               | SwitchEventHandler_SetGameFlag
0x8004359C |    20 | Game/OBJECT     | -               | EntityIncrementWorldX
0x800435B0 |   164 | Game/OBJECT     | timer           | EntityHideWithTimer
0x80043654 |   252 | Game/OBJECT     | -               | InitSwitchActivatedState
0x80043750 |    92 | Game/OBJECT     | -               | InitSwitchMovingState
0x800437AC |   312 | Game/OBJECT     | -               | InitSwitchBlockEntity
0x800438E4 |  1548 | Game/OBJECT     | -               | TrackerEntityTickCallback
0x80043EF0 |    24 | Game/OBJECT     | -               | EntityEventHandler_SetFlag0x110
0x80043F08 |     8 | Game/OBJECT     | -               | EntityNullEventHandler
0x80043F10 |   168 | Game/OBJECT     | enemy           | InitEnemySpawnerEntity
0x80043FB8 |   500 | Game/OBJECT     | -               | SpawnerEntityTickCallback
0x800441AC |   912 | Game/OBJECT     | -               | InitTriggerZoneEntity
0x8004453C |  1264 | Game/OBJECT     | -               | TeleporterTickCallback
0x80044A2C |   496 | Game/OBJECT     | -               | TeleporterActivateTickCallback
0x80044C1C |    44 | Game/OBJECT     | -               | TeleporterEventPassthrough_Event2
0x80044C48 |   648 | Game/OBJECT     | -               | TeleporterActivate
